Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Alcohol content (product.metafields.custom.alcohol),Appellation/Area (product.metafields.custom.appellation),Display in (product.metafields.custom.display_in),Warehouse Bin (product.metafields.custom.warehouse_bin),Bio (product.metafields.filter.bio),Country (product.metafields.filter.country),Grapes (product.metafields.filter.grapes),Grapes-dominant (product.metafields.filter.grapes-dominant),Type (product.metafields.filter.type),Region (product.metafields.filters.region),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Restricciones de edad (product.metafields.shopify.age-restrictions),Color (product.metafields.shopify.color-pattern),País (product.metafields.shopify.country),Preferencias alimentarias (product.metafields.shopify.dietary-preferences),Tipo de evento (product.metafields.shopify.event-type),Región (product.metafields.shopify.region),Dulzura del vino (product.metafields.shopify.wine-sweetness),Variedad de vino (product.metafields.shopify.wine-variety),Productos complementarios (product.metafields.shopify--discovery--product_recommendation.complementary_products),Productos relacionados (product.metafields.shopify--discovery--product_recommendation.related_products),Configuración de productos relacionados (product.metafields.shopify--discovery--product_recommendation.related_products_display),Impulsos de productos en la búsqueda (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
de-angeli-infinitum-conegliano-valdobbiadene-prosecco-extra-dry,DE ANGELI - INFINITUM CONEGLIANO VALDOBBIADENE PROSECCO EXTRA DRY,"<p><strong>AGING: </strong>Produced from selected grapes using the Charmat method, aged 2 months in sealed stainless steel tanks.<strong><br></strong></p>
<p><strong>VIEW:</strong> Light straw color with fine bubbles.</p>
<p><strong>BOUQUET:</strong> Delicate fruity and floral notes.</p>
<p><strong>MOUTH: </strong>Elegant, fresh, light, and harmonious.</p>
<p><strong>FOOD PAIRING: </strong>Excellent as an aperitif and pairs well with appetizers, fresh fish, white meat, or pasta.</p>",DE ANGELI,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Sparkling Wine,"all collections, brut, burbujas, españa, extra dry, internacional, italia, italy, NV, seco, Veneto",true,Size,0.75 L,,,,,,,,936,1000.0,shopify,deny,manual,16.00,,true,true,,,,,8058150295496,https://cdn.shopify.com/s/files/1/0757/6236/8852/files/italytoscan_9.png?v=1763579697,1,"",false,,,499676,,,,,,,,,,,11%,DOCG Prosecco Superiore Conegliano Valdobbiadene,All collections,T11,,Italy,Glera,Glera,Sparkling wine,Veneto,,,,italy,,,,,blanco,,,,,,kg,,4.04,active
de-angeli-vino-spumante-blanc-de-blancs,DE ANGELI - VINO SPUMANTE BLANC DE BLANCS,"<p><strong>AGING: </strong>Grapes are carefully selected, and the must ferments at 18 °C for 8–10 days. The best base wines undergo a second fermentation in pressurized tanks (Charmat method) at 14–15 °C, then the wine is chilled, stabilized, filtered, and bottled.<strong><br></strong></p>
<p><strong>VIEW:</strong> Straw yellow color with greenish reflections.</p>
<p><strong>BOUQUET:</strong> Delicate aromas of bread crust and yeast, harmoniously blended with ripe apple notes.</p>
<p><strong>MOUTH: </strong>Soft and savory on the palate, with good freshness and a persistent, mineral-driven finish.</p>
<p><strong>FOOD PAIRING: </strong>Excellent with vegetable or seafood appetizers, soups, risottos, grilled fish, and delicate white meats.</p>",DE ANGELI,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Sparkling Wine,"all collections, brut, burbujas, españa, internacional, italia, italy, NV, seco, Veneto",true,Size,0.75 L,,,,,,,,938,1000.0,shopify,deny,manual,10.00,,true,true,,,,,8058150290194,https://cdn.shopify.com/s/files/1/0757/6236/8852/files/italytoscan_8.png?v=1763578133,1,"",false,,,499676,,,,,,,,,,,11%,Veneto,All collections,T11,,Italy,Chardonnay / Glera,Chardonnay,Sparkling wine,Veneto,,,,italy,,,,seco,blanco,,,,,,kg,,2.82,active
de-angeli-rosso-verona,DE ANGELI - ROSSO VERONA,"<p><strong>AGING: </strong>Slightly overripe grapes are destemmed and vinified with about 15 days of maceration to extract color and tannic structure. Alcoholic and malolactic fermentation take place in temperature-controlled vats at 25–27 °C.</p>
<p><strong>VIEW:</strong> Deep red color that evolves into amber hues with aging.</p>
<p><strong>BOUQUET:</strong> <span>Immediately captivating on the nose, with fruity notes that give way to hints of spices and vanilla.</span></p>
<p><strong>MOUTH: </strong>A complex and solid structure offering a perfect balance between tannins and acidity.</p>
<p><strong>FOOD PAIRING: </strong>Pairs beautifully with roasts and grilled meats. Excellent with game dishes and aged cheeses.</p>",DE ANGELI,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Red Wine,"all collections, APPASSIMENTO, apulia, CORVINA, españa, internacional, italia, italy, NV, puglia, SALENTO, seco, tinto, treviso, Veneto, verona, vino tinto",true,Size,0.75 L,,,,,,,,940,1000.0,shopify,deny,manual,11.50,,true,true,,,,,8058150290231,https://cdn.shopify.com/s/files/1/0757/6236/8852/files/italytoscan_7.png?v=1763577616,1,"",false,,,499676,,,,,,,,,,,15%,I.G.T. Rosso Verona,All collections,S52,,Italy,Corvina / Merlot,Corvina,Red wine,Verona,,,,italy,,,,seco,red,,,,,,kg,,3.67,active
musti-nobilis-negroamaro-salento-passito,MUSTI NOBILIS - NEGROAMARO SALENTO PASSITO,"<p><strong>AGING: </strong>After fermentation with extended skin contact, the wine completes malolactic fermentation, which adds depth and complexity.</p>
<p><strong>VIEW:</strong> <span>Deep red color.</span></p>
<p><strong>BOUQUET:</strong> <span>The good late maturation gives the characteristic notes of ripe and dried fruits, such as plums and raisins.</span></p>
<p><strong>MOUTH: </strong>The subsequent slight oak aging gives the pleasant notes of chocolate and spices that make this wine harmonic and balanced, pleasant and ripe.</p>
<p><strong>FOOD PAIRING: </strong>Great wine for roasted meats and with game dishes such as wild boar and deer. Excellent with ripe and savory hard cheeses, it is also a good meditation wine.</p>",MUSTI-NOBILIS,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Red Wine,"all collections, APPASSIMENTO, apulia, españa, internacional, italia, italy, puglia, SALENTO, seco, tinto, treviso, Veneto, vino tinto",true,Size,0.75 L,,Vintage,2021,,,,,939,1000.0,shopify,deny,manual,12.50,,true,true,,,,,8058150291672,https://cdn.shopify.com/s/files/1/0757/6236/8852/files/italytoscan_6.png?v=1763576646,1,"",false,,,499676,,,,,,,,,,,14%,I.G.T. Salento,All collections,S51,,Italy,Negroamaro,Negroamaro,Red wine,Puglia,,,,italy,,,,seco,red,,,,,,kg,,3.41,active
mustinobilis-prosecco-brut,MUSTI NOBILIS - PROSECCO BRUT,"<p><strong>AGING: </strong>Three years in big oak barrels, followed by a bottle finishing period of at least six months in temperature controlled cellars.</p>
<p><strong>VIEW:</strong> Pale straw-yellow color with fine, persistent bubbles.</p>
<p><strong>BOUQUET:</strong> Delicate and subtly aromatic, offering fruity notes reminiscent of pear and green apple, followed by floral hints of acacia and wisteria.</p>
<p><strong>MOUTH: </strong>Fresh and refined on the palate, with well-balanced acidity and flavor. Harmonious overall, with a long and persistent finish.</p>
<p><strong>FOOD PAIRING: </strong>Excellent as an aperitif. Pairs beautifully with light starters and delicate first courses. Also an ideal match for cured ham, fish dishes, and seafood.</p>",MUSTI-NOBILIS,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Sparkling Wine,"all collections, brut, españa, internacional, italia, italy, NV, prosecco, seco, treviso, Veneto",true,Size,0.75 L,,,,,,,,937,1000.0,shopify,deny,manual,14.00,,true,true,,,,,8058150295328,https://cdn.shopify.com/s/files/1/0757/6236/8852/files/italytoscan_5.png?v=1763575103,1,"",false,,,499676,,,,,,,,,,,11%,D.O.C. Prosecco,All collections,S14,,Italy,Glera,Glera,Sparkling wine,Veneto,,,,italy,,,,seco,blanco,,,,,,kg,,3.78,active
carpineto-chianti-classico,CARPINETO - CHIANTI CLASSICO,"<p><strong>AGING: </strong>The different grape varieties are fermented separately, and after the assemblage, the wine is aged in oak barrels for 6 months, followed by an additional 6 months of bottle aging.</p>
<p><strong>VIEW: </strong>Ruby red, garnet reflections on aging.</p>
<p><strong>BOUQUET: <span> </span></strong>Intense with hints of violets, berries, and cherries.</p>
<p><strong>MOUTH: </strong>Velvety, well-rounded, full bodied and well balanced.</p>
<p><strong>FOOD PAIRING: </strong>An excellent accompaniment to game dishes, grilled meats, and grilled vegetables.</p>",CARPINETO,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Red Wine,"all collections, CHIANTI, españa, grosso, internacional, italia, italy, montepulciano, red wine, rojo, Sangiovese, seco, tinto, toscana, vino tinto",true,Size,0.75 L,,Vintage,2023,,,,,943,1000.0,shopify,deny,manual,15.50,,true,true,,,,,8003015714544,https://cdn.shopify.com/s/files/1/0757/6236/8852/files/italytoscan_4.png?v=1763573554,1,"",false,,,499676,,,,,,,,,,,13%,D.O.C.G. Chianti,All collections,S42,,Italy,Sangiovese,Sangiovese / Canaiolo,Red wine,Tuscany,,,,italy,,,tuscany,seco,rojo,,,,,,kg,,7.26,active
carpineto-rosso-di-montepulciano,CARPINETO - ROSSO DI MONTEPULCIANO,"<p><strong>AGING: </strong>After 10–12 days of skin maceration and temperature-controlled fermentation, the wine is bottled at the end of spring and then aged for no less than three additional months.</p>
<p><strong>VIEW: </strong>Bright ruby red.</p>
<p><strong>BOUQUET: </strong>Intense with hints of strawberries and cherries.</p>
<p><strong>MOUTH: </strong>The palate is lively and fresh, with well-balanced tannins.</p>
<p><strong>FOOD PAIRING: </strong>An excellent accompaniment to charcuterie and cold meat appetizers, white meat dishes, and soft young cheeses.</p>",CARPINETO,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Red Wine,"all collections, españa, grosso, internacional, italia, italy, montepulciano, red wine, rojo, Sangiovese, seco, tinto, toscana, vino tinto",true,Size,0.75 L,,Vintage,2023,,,,,946,1000.0,shopify,deny,manual,12.50,,true,true,,,,,8003015714568,https://cdn.shopify.com/s/files/1/0757/6236/8852/files/italytoscan_3.png?v=1763558035,1,"",false,,,499676,,,,,,,,,,,"13,5%",D.O.C.G. Montepulciano,All collections,S32,,Italy,Sangiovese Grosso,Sangiovese / Canaiolo,Red wine,Tuscany,,,,italy,,,tuscany,seco,rojo,,,,,,kg,,5.61,active
carpineto-nobile-di-montepulciano-riserva,CARPINETO - NOBILE DI MONTEPULCIANO RISERVA,"<p><strong>AGING: </strong>Aged two years in large 5,500 liter Slavonian oval oak barrels, with a small part in French oak barrels.</p>
<p><strong>VIEW: </strong>Brilliant ruby red with a tendency to garnet.</p>
<p><strong>BOUQUET:</strong> Ethereal, extraordinarily elegant with hints of violet and wood.</p>
<p><strong>MOUTH: </strong>Dry, harmonic, fruity and velvety, with an elegant texture and long finish.</p>
<p><strong>FOOD PAIRING: </strong>Aged chesses and game, especially wild boar.</p>",CARPINETO,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Red Wine,"all collections, CHIANTI, españa, grosso, internacional, italia, italy, montepulciano, red wine, rojo, Sangiovese, seco, tinto, toscana, vino tinto",true,Size,0.75 L,,Vintage,2020,,,,,947,1000.0,shopify,deny,manual,26.50,,true,true,,,,,8003015714193,https://cdn.shopify.com/s/files/1/0757/6236/8852/files/italytoscan_2.png?v=1763557381,1,"",false,,,499676,,,,,,,,,,,14%,D.O.C.G. Montepulciano,All collections,S31,,Italy,Sangiovese Grosso,Sangiovese / Canaiolo,Red wine,Tuscany,,,,italy,,,tuscany,seco,rojo,,,,,,kg,,13.56,active
carpineto-rosso-di-montalcino,CARPINETO - ROSSO DI MONTALCINO,"<p><strong>AGING: </strong>Short ageing period in in Slavonian casks of different capacity.</p>
<p><strong>VIEW: </strong>Ruby red, with warm garnet reflections.</p>
<p><strong>BOUQUET:</strong> Clean and flowery with distinctive notes of violets.</p>
<p><strong>MOUTH: </strong>Full, velvety and with good structure.</p>
<p><strong>FOOD PAIRING: </strong>Grilled meats, read meats and game.</p>",CARPINETO,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Red Wine,"all collections, CHIANTI, españa, grosso, internacional, italia, italy, montalcino, red wine, rojo, Sangiovese, seco, tinto, toscana, vino tinto",true,Size,0.75 L,,Vintage,2023,,,,,944,1000.0,shopify,deny,manual,21.00,,true,true,,,,,8003015714148,https://cdn.shopify.com/s/files/1/0757/6236/8852/files/CAVAPENEDES_3_9648aae1-284b-4cb7-a967-449100a24926.png?v=1765203692,1,"",false,,,499676,,,,,,,,,,,15%,D.O.C. Montalcino,All collections,S22,,Italy,Sangiovese Grosso,Sangiovese,Red wine,Tuscany,,,,italy,,,tuscany,seco,rojo,,,,,,kg,,10.41,active
carpineto-brunello-di-montalcino,CARPINETO - BRUNELLO DI MONTALCINO,"<p><strong>AGING: </strong>Three years in big oak barrels, followed by a bottle finishing period of at least six months in temperature controlled cellars.</p>
<p><strong>VIEW:</strong> Intense ruby red, with pale pomegranate highlights.</p>
<p><strong>BOUQUET:</strong> Decisive, fine, broad and lingering with hints of vanilla, cherry, raspberry, and licorice.</p>
<p><strong>MOUTH: </strong>Dry, warm, smooth, well-textured and lingering on the palate.</p>
<p><strong>FOOD PAIRING: </strong>Great wine with roasts, grilled meats, wild game, and elaborate dishes, as well as rare T-bone steaks. It can also be served alone, as a “reflection” wine.</p>",CARPINETO,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Red Wine,"all collections, brunello di montalcino, CHIANTI, españa, internacional, italia, italy, red wine, rojo, Sangiovese, seco, semiseco, tinto, toscana, vino tinto",true,Size,0.75 L,,Vintage,2020,,,,,945,1000.0,shopify,deny,manual,45.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/italytoscan_1.png?v=1763554908,1,"",false,,,499676,,,,,,,,,,,15%,D.O.C.G. Montalcino,All collections,S13,,Italy,Sangiovese Grosso,Sangiovese,Red wine,Tuscany,,,,italy,,,tuscany,seco,rojo,,,,,,kg,,23.40,active
carpineto-chianti-classico-riserva,CARPINETO - CHIANTI CLASSICO RISERVA,"<p><strong>AGING: </strong>The grapes from the different varieties are fermented separately. After the assemblage, the wine is aged for 12 months in Slavonian and French oak barrels of various sizes. It is then transferred for a short period to stainless steel tanks before undergoing a final aging of an additional 12 months in the bottle.</p>
<p><strong>VIEW: </strong>Intense ruby red with garnet reflections.</p>
<p><strong>BOUQUET:</strong> Soft, fruity aromas with notes of vanilla and raspberry.</p>
<p><strong>MOUTH: </strong>Elegant, velvety and full-bodied on the palate, with a long, warm finish.</p>
<p><strong>FOOD PAIRING: </strong>An excellent match for game dishes and roasted meats. Decant before serving.</p>",CARPINETO,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Red Wine,"all collections, CHIANTI, españa, internacional, italia, italy, red wine, reserva, Riserva, rojo, Sangiovese, seco, semiseco, tinto, toscana, vino tinto",true,Size,0.75 L,,Vintage,2020,,,,,942,1000.0,shopify,deny,manual,24.00,,true,true,,,,,8003015714216,https://cdn.shopify.com/s/files/1/0757/6236/8852/files/italytoscan.png?v=1763553198,1,"",false,,,499676,,,,,,,,,,,14%,D.O.C.G. Chianti,All collections,S12,,Italy,Sangiovese / Canaiolo,Sangiovese,Red wine,Tuscany,,,,italy,,,,seco,rojo,,,,,,kg,,11.99,active
carpineto-originale,CARPINETO - ORIGINALE ROSSO ITALIANO,"<p><strong>AGING: </strong>Produced following a traditional winemaking method, with strict temperature control throughout the fermentation process.</p>
<p><strong>VIEW: </strong>Very intense ruby red.</p>
<p><strong>BOUQUET:</strong> Vinous and at the same time fruity, with sensations of cherry, pleasant hints of vanilla, coffee and spices.</p>
<p><strong>MOUTH: </strong>Full, soft, with excellent structure.</p>
<p><strong>FOOD PAIRING: </strong>A perfect accompaniment to cold meat appetizers, game dishes, grilled meat and vegetables, as well as medium-aged cheeses.</p>",CARPINETO,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Red Wine,"all collections, CHIANTI, internacional, italia, italy, merlot, NV, red wine, rojo, Sangiovese, seco, semiseco, tinto, toscana, vino tinto",true,Size,0.75 L,,,,,,,,941,1000.0,shopify,deny,manual,9.50,,true,true,,,,,8003015709656,https://cdn.shopify.com/s/files/1/0757/6236/8852/files/PRIORAT_afda7a63-c378-493d-965a-eaa5c981f340.png?v=1763552284,1,"",false,,,499676,,,,,,,,,,,13%,Tuscany,All collections,S11,,Italy,Sangiovese / Cabernet Sauvignon / Merlot,Sangiovese,Red wine,Toscana,,,,,vegetarian,,,semiseco,,,,,,,kg,,3.95,active
devinssi-mas-de-les-valls-white,DEVINSSI - MAS DE LES VALLS WHITE,"<p data-start=""167"" data-end=""453""><strong data-start=""167"" data-end=""177"">AGING: </strong>Fermented in stainless steel tanks under strict temperature control. Bottle-aged to achieve complexity and balance. </p>
<p data-start=""455"" data-end=""510""><strong data-start=""455"" data-end=""464"">VIEW: </strong>Pale golden color, clean and transparent.</p>
<p data-start=""512"" data-end=""706""><strong data-start=""512"" data-end=""524"">BOUQUET: </strong>Evokes the characteristic aromas of the Priorat undergrowth — thyme, fennel, bay leaf — combined with notes of baked apples, tropical fruits, aromatic herbs, and linden blossom.</p>
<p data-start=""708"" data-end=""835""><strong data-start=""708"" data-end=""718"">MOUTH: </strong>Warm on the palate, with balanced acidity and good persistence. The aftertaste is subtly smoky and long-lasting.</p>
<p data-start=""708"" data-end=""835""><strong>PRODUCTION:</strong> Handcrafted production of only 600 bottles per vintage — a truly unique white wine from a region where 95% of the vineyards are dedicated to red varieties.</p>
<!---->",DEVINSSI,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",White Wine,"all collections, Catalonia, catalunya, Cataluña, españa, garnacha blanca, gratallops, LIMITADO, nacional, pedro jimenez, pedro ximenes, pedro ximenez, priorat, roble, rojo, seco, spain, VI DE VILA, vino blanco",true,Size,0.75 L,,Vintage,2023,,,,,930,1000.0,shopify,deny,manual,20.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/PRIORAT_2.png?v=1760821548,1,"",false,,,,,,,,,,,,,,,DOQ Priorat,All collections,,,Spain,Macabeo / Garnacha Blanca / Pedro Ximénez,Macabeo,White wine,Catalunya,,,,spain,vegetarian,,,dry,blanco,,,,,,kg,,8.29,active
devinssi-mas-de-les-valls-red,DEVINSSI - MAS DE LES VALLS RED,"<p data-start=""208"" data-end=""420""><strong data-start=""208"" data-end=""218"">AGING: </strong>Aged for 12 months in 225-liter French and American oak barrels. Fermentation in stainless steel tanks with a 20–25 day maceration. Grapes carefully selected both in the vineyard and at the winery.</p>
<p data-start=""422"" data-end=""486""><strong data-start=""422"" data-end=""431"">VIEW: </strong>Intense cherry-red color with vibrant violet hues.</p>
<p data-start=""488"" data-end=""679""><strong data-start=""488"" data-end=""500"">BOUQUET: </strong>Aromas of fresh and macerated cherries, black fruit preserves, vanilla, and subtle woody notes that enhance the wine’s aromatic complexity, with delicate balsamic undertones.</p>
<p data-start=""681"" data-end=""798""><strong data-start=""681"" data-end=""691"">MOUTH: </strong>Fresh and lively palate with balanced acidity, a touch of smoothness, and good length and persistence.</p>
<!---->",DEVINSSI,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Red Wine,"all collections, cabernet, CARIGNAN, cariñena, Catalonia, catalunya, Cataluña, españa, garnacha tinta, gratallops, LIMITADO, nacional, priorat, roble, rojo, seco, spain, tinto, VI DE VILA, vino tinto",true,Size,0.75 L,,Vintage,2023,,,,,929,1000.0,shopify,deny,manual,25.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/PRIORAT_1.png?v=1760820753,1,"",false,,,,,,,,,,,,,,,DOQ Priorat,All collections,,,Spain,Cariñena / Garnacha tinta / Cabernet Sauvignon,Cariñena (Samsó),Red wine,Catalunya,,,,spain,vegetarian,,,dry,red,,,,,,kg,,9.02,active
devinssi-il-lia,DEVINSSI - IL·LIA,"<p data-start=""135"" data-end=""253""><strong data-start=""135"" data-end=""145"">AGING: </strong>Aged for 20 months in fine-grained Allier oak barrels, adding elegance, depth, and perfect integration.</p>
<p data-start=""255"" data-end=""336""><strong data-start=""255"" data-end=""264"">VIEW: </strong>Deep ruby red color, clean and bright, with slightly evolved edges.</p>
<p data-start=""338"" data-end=""551""><strong data-start=""338"" data-end=""350"">BOUQUET: </strong>Highly complex nose, highlighting red fruits (cherry, redcurrant) and black fruits (blackberry), intertwined with delicate spicy notes, fine toasts, vanilla, coffee, and subtle mineral undertones.</p>
<p data-start=""553"" data-end=""718""><strong data-start=""553"" data-end=""563"">MOUTH: </strong>Round and silky, with ripe, polished tannins. Offers solid structure, balanced freshness, and a long, lingering finish with fruity and balsamic hints.</p>
<p data-start=""720"" data-end=""802""><strong data-start=""720"" data-end=""735"">PRODUCTION: </strong>Approximately 1,000 bottles per vintage — truly unique pieces.</p>
<p data-start=""804"" data-end=""924""><strong data-start=""804"" data-end=""821"">FOOD PAIRING: </strong>Perfect with beef tenderloin, duck magret, mushroom or truffle risotto, and aged raw-milk cheeses.</p>
<!---->",DEVINSSI,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Red Wine,"all collections, cabernet, CARIGNAN, cariñena, Catalonia, catalunya, Cataluña, españa, garnacha tinta, gratallops, LIMITADO, nacional, priorat, roble, rojo, seco, spain, tinto, VI DE VILA, vino tinto",true,Size,0.75 L,,Vintage,2021,,,,,928,1000.0,shopify,deny,manual,45.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/PRIORAT_3.png?v=1762795355,1,"",false,,,,,,,,,,,,,,,DOQ Priorat,All collections,,,Spain,Cariñena / Garnacha tinta / Cabernet,Cariñena (Samsó),Red wine,Catalunya,,,,spain,vegetarian,,,dry,red,,,,,,kg,,16.80,active
devinssi-rocapoll,DEVINSSI - ROCAPOLL,"<p data-start=""123"" data-end=""194""><strong data-start=""123"" data-end=""133"">AGING: </strong>Aged for 18 months in fine-grained Allier oak barrels.</p>
<p data-start=""196"" data-end=""273""><strong data-start=""196"" data-end=""205"">VIEW: </strong>Intense red color with garnet hues, typical of well-aged wines.</p>
<p data-start=""275"" data-end=""429""><strong data-start=""275"" data-end=""287"">BOUQUET: </strong>Complex aromas combining ripe black fruits, Mediterranean herbs, mineral notes, and well-integrated oak nuances (vanilla, toasted hints).</p>
<p data-start=""431"" data-end=""566""><strong data-start=""431"" data-end=""441"">MOUTH: </strong>Structured and elegant wine, with polished tannins and good acidity. Balanced, long, and with excellent aging potential.</p>
<p data-start=""568"" data-end=""660""><strong data-start=""568"" data-end=""585"">FOOD PAIRING: </strong>Perfect with game dishes, roast lamb, hearty stews, or aged cheeses.</p>
<p data-start=""662"" data-end=""722""><strong data-start=""662"" data-end=""677"">PRODUCTION:</strong> Only 600 bottles produced per vintage.</p>
<!---->",DEVINSSI,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Wine",Red Wine,"all collections, CARIGNAN, cariñena, Catalonia, catalunya, Cataluña, españa, gratallops, LIMITADO, nacional, priorat, roble, rojo, seco, spain, tinto, VI DE VILA, vino tinto",true,Size,0.75 L,,Vintage,2017,,,,,927,1000.0,shopify,deny,manual,105.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0757/6236/8852/files/Capachito-Chardonnay-MO-web-bottle-image.pdf_16.png?v=1760818742,1,"",false,,,,,,,,,,,,,,14.5%,DOQ Priorat,All collections,,,Spain,Cariñena,Cariñena (Samsó),Red wine,Catalunya,,,,spain,vegetarian,,,dry,red,,,,,,kg,,63.73,active
estrella-galicia-sin-gluten,Estrella Galicia sin gluten,<p>pack de 24</p>,DRINK VALLES,"Food, Beverages & Tobacco > Beverages > Low Alcohol & Alcohol-Free Beverages > Low Alcohol & Alcohol-Free Wine",BEER,"",false,Fecha de caducidad,09.26,,,,,,,,,0.0,shopify,deny,manual,15.48,,true,true,,,,,"",,,,false,,,,,,,,,,,,,,,,,B00,,,,,,,,,,,,,,,,,,,,,kg,,15.48,active
estrella-galicia-0-0-tostada,"Estrella Galicia 0,0% Tostada",<p>Cada caja tiene 24uds</p>,DRINK VALLES,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",BEER,"",false,Fecha de caducidad,09.26,,,,,,,,,1000.0,shopify,deny,manual,18.66,,true,true,,,,,"",,,,false,,,,,,,,,,,,,,,Ourense,All collections,B43,,Spain,,,,Galicia,,,,,,,,,,,,,,,kg,,18.66,active
estrella-galicia-0-0-tostada,,,,,,,,,Nuevo,,,,,,,,,1000.0,shopify,deny,manual,18.66,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,18.66,
ron-cacique-anejo,Ron Cacique Añejo,<p>Se cuentan por botellas</p>,MAKRO,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Premixed Spirits & Cocktail Mixes > Liquor & Spirit-Based Cocktails","","",false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,14.29,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,14.29,active
apperol,Aperol,<p>Se cuentan por botellas</p>,MAKRO,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Premixed Spirits & Cocktail Mixes > Liquor & Spirit-Based Cocktails","","",false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,10.99,,true,true,,,,,"",,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,active
sin-nombre-17oct_19-20,Sin nombre 17oct_19:20,,CAVINA,,"","",false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
cerveza-estrella-galicia-1906-red-vintage,Cerveza Estrella Galicia 1906 RED VINTAGE,<p>packs de 24uds</p>,MAKRO,"Food, Beverages & Tobacco > Beverages > Alcoholic Beverages > Beer",BEER,"",false,Fecha de caducidad,07.26,,,,,,,,,0.0,shopify,deny,manual,21.41,,true,true,,,,,"",,,,false,,,,,,,,,,,,,,,,,B32,,,,,,,,,,,,,,,,,,,,,kg,,21.41,active
caja-de-carton-automatica-6uds,Caja de cartón automática 6uds,"<p>Caja de envío en pueblos cercanos 6 botellas</p>
<!---->",BAGUIBO,Arts & Entertainment > Party & Celebration > Gift Giving > Gift Wrapping > Gift Boxes & Tins,caja de regalo,"",false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,1.50,,true,true,,,,,,,,,false,,,5091,,,,,,,,,,,,,All collections,,,,,,,,,,kraft,,,,,,,,,,,,kg,,1.00,active
